"source","sha256","bytes","action","destination","reason"
"docs/article_database/drafts/main_zh.log","25e2097ee2a4a532cf71b71d4b04310ef71ea9723cc08def058f2932bc9c1371","30515","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main_zh.out","0f9c4fb1e51039bcb84be993f0e2de0aa394ff6fe6632337e62775300057c6fd","2972","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main_zh.pdf","5fb0fb1eea6f047d66d051ae984aa082c0a68a8eefe23192adc9f126d4708bc4","210563","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main_zh.tex","06848b6de5123b82959c0869de5d0623b1c8ff995e567e2c1359fe49458d5a28","3350","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main_zh.xdv","890ce6f0141e4a732fd7f51bfbf1d6273c23e0408f5327dbccea4e805316ed72","206508","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.aux","b62ab1dc09517a24209247deeec5e22998e7f83dff5d5dc71af77ae1942c9e61","5763","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.bbl","36cac1ff2d6926f81050adca0ac683888c3de7234d5b6639e677cc856106d022","4304","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.blg","8ff9625ca604dc99b1deb548d7c57b9e8c51fa5d23d21ffb9e9152b3c54d098a","905","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.fdb_latexmk","3d0acd16ab6b3ccd27ed14f09ac8df7482e42e8bf592f276d9bbfa923b4dc4ba","29659","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.fls","7ae2da43efc9a5fcb5f915dfb5e75939e1881fe9b0d50d32a8695a806cce2848","35981","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.log","562aadb2b14aa2e4e4b27b7d96e56d56ebbf5c9d05216fae9d7704b7b1317fad","46704","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.out","df89996b978bbd44ea9f0af5acb8ea5b3683f57b7bffd6f60f16ce23b65446c9","5381","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.pdf","6ccbe3105e6aec5bb81db7c8fcda4050eb14c3174c6750f7cf736b5d1ba2a097","158885","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/main.tex","ce8cd74407fc79b6f3ff64ca5d9f668b9a562b421869390967c8124fa17a1760","3204","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/oup-authoring-template.cls","d821dccff84d040d68c4c3d0edb97a866f0778d51b5ab265a83d589b7ea7096a","147051","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/oup-plain.bst","c32b0fff1ae22c72afc2357db634fa3a4366e8f2eef84b1bb90e6423aac18f51","20621","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/README.md","603467a3a0ac469aa25ebcfcfc2c8e9b3bfa163fa32c41c50195a23f2c607f96","1131","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/word_source_zh.tex","372890a59a3019bdb9a27b528e2145969e216ab641155b6b461dd979ae7af1f2","2353","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/word_source.tex","d03f43edb5e2c5186fcaf8ffc8e9db6de6de50f7eae140840e188e1dac4495a2","2561","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections/01_introduction.tex","82a7d56dc4b3f38e0ab178245d4701165c14eed639be619960260964b85140bc","3239","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections/02_materials_methods.tex","75d0801c0f0d07ac7f7b1f1a3c9fada0b2902c4421b40e8963668f31e5d8521f","9338","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections/03_results.tex","5baaa370d3ca679f8e05288f307e7c36b10eb9d3b938da89dfdb796f6d436924","6143","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections/04_discussion.tex","392d7485534802e85f0126d5eaa0b050b8812c8821f842178a451961d0a86273","4811","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections/05_conclusion.tex","4c5b15117e1b35a55eadca1fd2774ca668e89f74bec5a387d9bd00e35f451354","917","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections/06_declarations.tex","e9c291eb76ec78d9d292c1c7721c62cac1865c5a2897f22912192ce688b90989","1040","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections_zh/01_introduction.tex","85c00edb7c8c253b109a79a6cc240f0b2509f2e7421aabc7500fc95496e844b2","2823","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections_zh/02_materials_methods.tex","5774ffda691b022f3fbfd0c4a1beff7175c5023c6c64d6ffd42aeb2a488f00bc","7981","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections_zh/03_results.tex","ada003cd3b633be16e6b3d8c7612a296ae4a0bdcb96aebd5aa1e1431e86914a0","5254","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections_zh/04_discussion.tex","faf105e986fd27f4c84181becb9e4fb7f8050569ed2d01066468f7b192e5a058","4056","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections_zh/05_conclusion.tex","a5f315c9eeb221e55f2fb680cf658124589406c55be10b4974ef633af829c92a","777","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/sections_zh/06_declarations.tex","86cff40a09b56d979f6e2b2309f3b586aba62ff8bc3eb1b25de4244c6c35f566","893","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/tables/table1_snapshot.tex","466237ee5e43cb6007fb8247697e6c0a476635b479315c56de959b55b7dafefd","1734","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/drafts/tables_zh/table1_snapshot_zh.tex","ec46fd9d395a40d8b10d4bba34520ed7b998666fb47808070605db0d816da748","1672","excluded","","No manuscript drafts, compiled output or authoring templates requested"
"docs/article_database/evidence/data_source_register_zh.md","cbdea34afd332eb09fc395a25eea179e5f79a91e2217bdbc4bc268ade9ce547e","9002","extracted","evidence/data_source_register.md","Consolidate bilingual duplicate into English source register"
"docs/article_database/evidence/data_source_register.md","dcb02a158c3739e32ab7a2ddc9c7213286412b018c13d8383b0b1aa03a9d8f4c","9099","adapted","evidence/data_source_register.md","Retain scientific evidence; remove target-journal and stale release claims"
"docs/article_database/evidence/database_content_inventory.md","6c5656a631e1e6369926d56578472d025cf1b7dfd90d8f0966bbc15e0375db7a","4506","copied","evidence/snapshots/legacy_database_content_inventory.md","Journal-neutral reference or dated evidence; retain original bytes"
"docs/article_database/evidence/evaluation_register.md","8334b6d25a1f2f5ffc25c59f2a58ca0d28329d9e01c72d095d1e66bedce14dc0","6997","copied","evidence/snapshots/legacy_evaluation_register.md","Journal-neutral reference or dated evidence; retain original bytes"
"docs/article_database/evidence/literature_map.md","e0e4c9e35d7776926140f678e038149fe360a4307f402e1738bd7224cd6897e9","8131","adapted","evidence/literature_map.md","Retain scientific evidence; remove target-journal and stale release claims"
"docs/article_database/evidence/neo4j_snapshot_queries.cypher","78ee30ce6d616db9d525ca45c3ca2e3c2d7f952c49bc7452af1997d378c3f4fa","693","copied","evidence/snapshots/neo4j_snapshot_queries.cypher","Journal-neutral reference or dated evidence; retain original bytes"
"docs/article_database/evidence/runtime_feature_matrix.md","c0506d03fd2e6eb15341904378e8b51291b6b910b9bd4b63aaf1867b8068e1a6","5068","adapted","evidence/runtime_and_reuse.md","Reuse access semantics; qualify historical UI counts and add current eQTL caveats"
"docs/article_database/figures/fig01_architecture_contract.md","971f0746ca372b5b1dd8b0eb15244a7339032fe7b4ade5997ee33a3082b09a6c","2140","extracted","figures_tables/materials_plan.md","Keep source requirements and reproducible case design; drop numbering/templates/export rules"
"docs/article_database/figures/fig02_content_contract.md","239115754a361a4f0ed9d263edde5cc8da2b1db63398d1c557caea72645b63e9","1842","extracted","figures_tables/materials_plan.md","Keep source requirements and reproducible case design; drop numbering/templates/export rules"
"docs/article_database/figures/fig03_workflows_contract.md","459afaa3d4152693d31157d6574f711d3b7dfd4f831d44b803c5c2f575410f76","2098","extracted","figures_tables/materials_plan.md","Keep source requirements and reproducible case design; drop numbering/templates/export rules"
"docs/article_database/figures/fig04_l1hs_contract.md","647ae8dfdabc2688713ac0a5cccf0b6e9f0b5d23683567ba881b4f9b45b379a2","2424","extracted","figures_tables/materials_plan.md","Keep source requirements and reproducible case design; drop numbering/templates/export rules"
"docs/article_database/figures/figure_plan.md","c2cc65ea1653ce7f7f0f5370f19674610a8c1dbb7893965358e6e088c752b8f4","2939","extracted","figures_tables/materials_plan.md","Keep source requirements and reproducible case design; drop numbering/templates/export rules"
"docs/article_database/qa/data_availability_audit.md","95dad49a6c3d42d9b8b7433504dc3c133337c67aa5526fa413076a23fb55de05","3544","extracted","preparation_gaps.md;evidence/technical_validation.md;evidence/literature_map.md","Retain unresolved science/provenance/rights issues, not journal-specific submission demands"
"docs/article_database/qa/latex_draft_review.md","898a556e95990d00d1c70d13e3682f416cee9d24668d8e552be7918bf7aa20aa","2662","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_review.md","1f01075d1066141985afee1b41fab24763c60b045ef13284b3553318373b53d0","1676","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/oup_template_minimal.aux","926ec9d42d13421305ab579185554daad89dad560bf6a37a3faf9bfe70453c89","754","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/oup_template_minimal.log","7f4d1edfed37d5699e30a5fa7941779ba98df2ecde920ef0bd58c5f981aa4bf2","38287","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/oup_template_minimal.out","ff1d35ee7e7d5e0724cbd807bfbc2ccee21d48bb38375b91ddf026a42f54328e","63","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/oup_template_minimal.pdf","b3123c50ed7effbab15700fa527396823e999ccc2ef702805f63e806e64e85b7","58221","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/oup_template_minimal.tex","9c9517bea05908148c8687f39ce1c68abbeb73227671e5381c99c647ddc5738c","728","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/presubmission_review.md","9ef47de1e9110b59de3e15add73d8f044287f48a432f394ecd112c707f797e48","3662","extracted","preparation_gaps.md;evidence/technical_validation.md;evidence/literature_map.md","Retain unresolved science/provenance/rights issues, not journal-specific submission demands"
"docs/article_database/qa/reference_audit.md","21731011b612e7e1593d4fe87db320cbccc16fd824ca6bfafe0cba4bfcb5443a","1514","extracted","preparation_gaps.md;evidence/technical_validation.md;evidence/literature_map.md","Retain unresolved science/provenance/rights issues, not journal-specific submission demands"
"docs/article_database/qa/statistics_audit.md","822c4651a28ce0bcd2d05201d8a2d74422bbbb27a25fa4b2db739cea19f14659","2832","extracted","preparation_gaps.md;evidence/technical_validation.md;evidence/literature_map.md","Retain unresolved science/provenance/rights issues, not journal-specific submission demands"
"docs/article_database/qa/word_a11y_audit.json","4a7e22db3a444527b3af53a84647d5facbf7c0beaca5f5e016473d86bd787bac","164","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/word_draft_review.md","f2fb40999827bc46b2e28167d9c00a7d962a6cbb8f6aa0a884ab3cf1fb36592b","2145","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/word_style_lint.json","ff9fb35ab419e5dcba2b161f68ffd39fe0eec09896faa5e34c78176bdb1cf56f","2593","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_render/page-1.png","72daba41386250505a503dd7ca1653bd31eca03f90c343472670a1f2cc43f119","449917","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_render/page-2.png","4e5c2bb35c90e4875d8915f4775b3f731264ae4d477fafda3139e905b9697a47","564944","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_render/page-3.png","2132b8d5e731dc92a130568536158d2babe3b20bda24410976950f73df49be38","527754","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_render/page-4.png","e2c87a702c689ad195ec0ce3d2cf1391423718eb0f87a5bc55dde6e2fc7cf4a9","449972","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_render/page-5.png","18f65170cc6bf33b89511210c625a89fb92c447fdf5353901041e4d2ccf72acd","554874","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_render/page-6.png","ce24c2f2e19a1e92369716b16fe0baf083bd42a32af9794dc37a066bee34373c","382091","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-1.png","224f06b04317ae8c06d37841bea26f9acbb4e5bb1153b1321414e82d7d945cd3","442887","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-10.png","7d78e7a73ab78e6f6d6b95eff3026112779ff5ca291b4d8c4540fe0ccf0b41ac","137927","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-2.png","89319a9838780ac865656dbffadd6f080219dab995e33e051c93da65c4f522a8","587729","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-3.png","c4251d7c7537920760e55acc6929f780cb456f3685fe39314a96e6b33e303f38","553518","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-4.png","0d0a90d764d7fb9e17edb3e75d93bafc7f7848e8816bc8c7f1aad3e85c039cbc","505941","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-5.png","a5cd188f5acf254d81ad8f4d04e1156ba957fcd6adfbbb0f62f022df08414613","389406","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-6.png","32b5741e0f3acf430a65564c8c97a11e969cee0815f39318e4500a5b3f4de762","526122","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-7.png","007c2bc7a2d1c07334270b08725c2321b91559f18caca579cc42c657bd6a26dc","633974","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-8.png","0a1b5680dd799952fdcf6b55923bc2e2961ecb5b28b16c9fccb2e1d60ec54244","370589","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/latex_zh_render/page-9.png","f72393ba2c2fff4b6436e1a6a7b149fb26fdd9139a42d284cf2e351b1e499acf","331802","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/qa/word_render_proxy/TE-KG_word_proxy.html","b24aff40482f8df2cf9d30f41590109de5b6b7d2921bf80d03e628c99bc5529a","39510","excluded","","Layout/build/render QA is tied to old manuscript and authoring workflow"
"docs/article_database/reference/DATABASE-2025-0034_Proof_hi.pdf","e00cca6deca9d7f9c56753dc4b90aaa8040ee499a9ae485becb5c0f91599ac4f","1099644","excluded","","Journal-specific structure/workflow/state is not migrated"
"docs/article_database/reference/method_english.docx","39dd52142a251c236201254eee313e6f5faae8a260489686c813718154469e00","162746","excluded","","Journal-specific structure/workflow/state is not migrated"
"docs/article_database/reference/s41597-023-02781-0 (1).pdf","9a6a37ed4770a1c09907a3c951ee808ccfeab926a4ecf78bef856489fc22cfcd","2436973","excluded","","Journal-specific structure/workflow/state is not migrated"
"docs/article_database/scripts/build_database_submission_docx.py","1e0febcafb9fac405197b9c1e4fcb1cba47f558d35e7ecb7630474b77dba9459","20929","excluded","","Old manuscript generation scripts and styling are out of scope"
"docs/article_database/scripts/build_word_manuscript.py","5ee96444c775cd9283b6e0ca7de7d1ccc31fd876ce68c9def68aa36fe3e88ae2","11921","excluded","","Old manuscript generation scripts and styling are out of scope"
"docs/article_database/submission/cover_letter_draft.md","a186e601b581433f2a045801228f086559c7295443e6d3649e76406aa1044e0a","2006","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/database.csl","a56efe75a67acbb5050dceca26980f881159e0c16feb7e6471db9750069f2b41","6979","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5.zip","025434f53ed3a46b9fd84d50a78c734c309476bc47b1cb7a90c383734df38e97","257751","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/submission_checklist.md","295c25ef9b160d11e97109c9c6a0d8cccf705b070299e0f166f4038b0afa6083","2850","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/TE-KG_Database_submission_draft_en.docx","a8bfe2a33b2d5e776a9801a089c9f8d78c02767d0026caa23eca8b81f988ca93","30208","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/TE-KG_Database_submission_draft_en.md","6e7b3e46e79104871ac1674eabaad6505397002d43fb4eab6805b2b71de0aed7","20509","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/TE-KG_Database_submission_draft_zh.docx","aaedfbde2d54bba07d64e7a6cb1fe995e7aefa15bdf1d92bece69aaee6ca3a28","29378","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/TE-KG_Database_submission_draft_zh.md","63f259408d4e295e0612131985191c4b9620f22d9ab5e28b19aed676d3936d87","17888","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/TE-KG_working_draft_v0.1.docx","554b6d630829a91dcacc5b1875a43606c9381cfe8d0edd4f4f8da91e31646435","28374","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/manifest.txt","4543819ff08de0cac7206c64ff61be26bb6093c856297ddd3ba23ce6de0036b1","1417","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/oup-abbrvnat.bst","8004033e134786884125d7312a65f042d453c18f5970a54ecc193042904e00f9","26536","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/oup-authoring-template.cls","d821dccff84d040d68c4c3d0edb97a866f0778d51b5ab265a83d589b7ea7096a","147051","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/oup-authoring-template.tex","8f78bbc40bdffc162f7821f9bb1c80a3acdb62b0ba8c0c55ed96f0b65c12a82a","51737","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/oup-plain.bst","c32b0fff1ae22c72afc2357db634fa3a4366e8f2eef84b1bb90e6423aac18f51","20621","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/README","3abf3f975cb4ecb6d02a0de30b3f72b59d7c7c496bf3e7111c3249e7586b7fe4","1218","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/reference.bib","3a8f033739cff93bdce0293542725af9b0fb1470252b004a47586bb523809a45","60446","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/doc/oup-authoring-template-doc.pdf","07403c88eae11693173f7bf89b43be8118d30c9835024cb81e1d107a5f653f5b","218116","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/submission/oup-authoring-template-1.5/oup-authoring-template/doc/oup-authoring-template-doc.tex","1b8fb5ac54df3096d02b18a813ad4d579ae9ac9d62d599eab36b76bc8d79cf17","22893","excluded","","Old manuscripts, submission packaging and OUP files are not writing-source evidence"
"docs/article_database/tables/table_plan.md","18108325343f3ae50a92da1ee92863317890212eb7167bcdcfb6c160220ad9b9","2990","extracted","figures_tables/materials_plan.md","Keep source requirements and reproducible case design; drop numbering/templates/export rules"
"docs/article_database/tables/table1_content_snapshot.csv","a0e3bb89220248658b2c0d3a9739b199d07458e79d8963a89bb7b2b8b4ebb324","1650","copied","evidence/snapshots/legacy_content_snapshot_20260731.csv","Journal-neutral reference or dated evidence; retain original bytes"
